Country,Region,DataYear,ClassGrade,Gender,Ageyears,Handed,Height_cm,Footlength_cm,Armspan_cm,Languages_spoken,Travel_to_School,Travel_time_to_School,Reaction_time,Score_in_memory_game,Favourite_physical_activity,Importance_reducing_pollution,Importance_recycling_rubbish,Importance_conserving_water,Importance_saving_energy,Importance_owning_computer,Importance_Internet_access,Left_Footlength_cm,Longer_foot,Index_Fingerlength_mm,Ring_Fingerlength_mm,Longer_Finger_Lefthand,Birth_month,Favorite_Season,Allergies,Vegetarian,Favorite_Food,Beverage,Favorite_School_Subject,Sleep_Hours_Schoolnight,Sleep_Hours_Non_Schoolnight,Home_Occupants,Home_Internet_Access,Communication_With_Friends,Text_Messages_Sent_Yesterday,Text_Messages_Received_Yesterday,Hanging_Out_With_Friends_Hours,Talking_On_Phone_Hours,Doing_Homework_Hours,Doing_Things_With_Family_Hours,Outdoor_Activities_Hours,Video_Games_Hours,Social_Websites_Hours,Texting_Messaging_Hours,Computer_Use_Hours,Watching_TV_Hours,Paid_Work_Hours,Work_At_Home_Hours,Schoolwork_Pressure,Planned_Education_Level,Favorite_Music,Superpower,Preferred_Status,Role_Model_Type,Charity_Donation
USA,KS,2019,"12        ",Female,17,Right-Handed,170cm,24cm,165cm,2,Car,7min,0.767,55sec,Gymnastics,1000,800,600,400,300,900,24cm,"Same length",80mm,70mm,"Index finger",July,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",7hrs,8hrs,5,"Yes - broadband connection","Text messaging",15,25,12,1,6,4,7,0,14,10,3,5,14,2,Some,"Graduate degree",Country,Invisibility,Happy,"Doctor or nurse",Health
USA,WA,2019,"12        ",Female,17,Right-Handed,165,22,67,3,Car,10,0.345,36,Walking/Hiking,471,476,497,519,932,1000,22,"Same length",67,64,"Index finger",March,Winter,Yes,No,Meat,Water,Music,7,4,5,"Yes - broadband connection","Text messaging",115,95,20,42,10,20,5,21,57,61,34,3,0,5,"A lot","High school",Other,Invisibility,Happy,"Religious figure",Religious
USA,MA,2019,"12        ",Male,18,Right-Handed,169,24,173,3,Car,7,0.428,48,Basketball,500,750,650,350,850,1000,24,"Same length",71,74,"Ring finger",June,Summer,Yes,No,Meat,Water,"Physical education",6,8,3,"Yes - other","Cell phone",30,30,15,2,2,2,7,7,3,3,3,3,20,0,"Very little","High school","Rap/Hip hop",Invisibility,Rich,"Sports person",Health
USA,CA,2019,"12        ",Female,17,Right-Handed,159.5,22,163,1,Car,30,.599,41,Basketball,800,600,400,200,500,789,23,"Right foot",90.5,90,"Ring finger",April,Spring,No,No,Vegetables,Water,History,7,7,8,"Yes - other","Myspace, Facebook, other social networking sites, or blog",50,50,7,28,4,20,2,0,20,6,18,0,38,1,"A lot","Graduate degree",Reggae,Telepathy,Happy,"Religious figure",Health
USA,OH,2019,"7         ",Male,12,Right-Handed,,,,3,Bus,20,0.632,60,Soccer,50,800,200,100,400,700,,"Right foot",,,"Ring finger",July,Summer,No,No,Pizza/Pasta,Water,"Mathematics and statistics",8,12,5,"Yes - broadband connection","Text messaging",15,20,,,,,,,,,,,,,,,,,,,
USA,GA,2019,"11        ",Male,15,Right-Handed,174,27.5,176.4,1,Bus,40,0.354,64,Other,1000,1000,1000,1000,900,900,27.5,"Same length",85,95,"Ring finger",October,Summer,No,Yes,Vegetables,Water,"Mathematics and statistics",7,8.5,4,,,20,15,.5,0,10,10,20,0,0,1,1,1,0,.5,Some,Other,Country,"Freeze time",Happy,"Religious figure",Health
USA,CA,2019,"12        ",Female,17,Right-Handed,154.9,19.54,137.2,2,Walk,10,.375,46,Soccer,100,1000,1000,1000,100,100,17.78,,76.2,76.2,"Same length",January,Fall,No,No,Meat,Water,"Social studies",6,10,6,"Yes - other","Text messaging",200,200,35,1,8,2,6,0,5,1,1,1,0,1,Some,"Graduate degree",Other,"Freeze time",Happy,"Doctor or nurse",Environment
USA,OR,2019,"10        ",Female,15,Right-Handed,160,19,158,2,Car,10,0.291,44,Other,300,500,700,800,300,700,19,"Same length",90,95,"Ring finger",October,Fall,No,No,Pizza/Pasta,Water,Music,7,7,6,"Yes - other","Text messaging",300,300,480,0,5,400,12,0,13,480,300,20,0,2,"A lot","Some college",Other,Fly,Happy,Other,"Education/Youth development"
USA,NH,2019,"7         ",Female,12,Right-Handed,156,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,TX,2019,"10        ",Female,14,Right-Handed,152,20,148,4,Bus,10,.708,56,Dancing,1000,1000,1000,1000,588,688,20,"Same length",40,44,"Ring finger",January,Spring,No,Yes,"Rice/Noodle dishes",Water,Languages,7,9,3,"Yes - broadband connection","Internet chat or instant messaging",2,2,1,0,7,4,2,0,20,5,40,2,0,2,Some,"Graduate degree",Other,Invisibility,Happy,"Musician or singer",Health
USA,IN,2019,"11        ",Female,17,Right-Handed,157,22,157,2,Bus,15,.338,53,Dancing,100,100,100,100,1000,1000,22,"Same length",6,7,"Ring finger",July,Spring,No,No,Pizza/Pasta,Water,"Mathematics and statistics",6,8,5,"Yes - broadband connection","Text messaging",600,650,12,160,6,4,4,4,4,150,50,0,20,5,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,IN,2019,"12        ",Female,17,Right-Handed,"5ft 5",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CO,2019,"12        ",Female,17,Right-Handed,76,32,177,1,Car,10,1.545,60,Other,765,743,882,679,412,578,31,"Same length",85,87,"Ring finger",May,Spring,No,No,Pizza/Pasta,Juice,Music,7,8,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",15,14,3,0,1,2,7,2,20,3,20,1,0,3,"A lot","Graduate degree",Jazz,Fly,Happy,"Musician or singer","International aid"
USA,WA,2019,"12        ",Male,17,Right-Handed,160,24.13,,2,Walk,30,0.449,44,Cycling,0,807,620,786,439,1000,24.13,"Same length",114.3,76.2,"Index finger",June,Summer,No,No,Pizza/Pasta,Juice,Art,7,10,5,"Yes - other","Text messaging",100,100,5,2,0,0,6,10,10,10,10,0,0,0,"A lot","Some college","Rap/Hip hop",Telepathy,Rich,Other,Health
USA,IN,2019,"11        ",Male,16,Right-Handed,60,25,55,1,Bus,20,0.39,77,Walking/Hiking,0,100,100,1000,1000,1000,24,"Right foot",,8,,September,Winter,Yes,No,"No favorite",Water,Art,6-7,8-9,4,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",2,5,0,0,0,0,0,0,1,0,10,20,30,10,"A lot","Graduate degree",Techno/Electronic,"Super strength",Happy,Other,"International aid"
USA,RI,2019,"12        ",Male,16,Right-Handed,180,30,191,2,Car,10,.332,37,Athletics,800,900,500,400,900,900,30,"Same length",90,90,"Same length",September,Fall,No,No,Meat,Water,"Mathematics and statistics",6,8,3,"Yes - broadband connection","Internet chat or instant messaging",300,2000,8,1,5,5,15,8,30,30,30,3,0,2,"A lot","Graduate degree","Rap/Hip hop",Fly,Rich,"Sports person","Arts, culture, sports"
USA,WA,2019,"11        ",Female,17,Right-Handed,165.1,23,5'7,2,Bus,25,0.617,40,Dancing,1000,1000,1000,900,100,999,22,"Right foot",,,,May,Spring,No,No,Meat,Water,"Computers and technology",7,8,5,"Yes - broadband connection","Cell phone",5,7,8,2,3,5,2,5,3,2,6,4,0,3,"A lot","Some college",Other,Fly,Happy,"Musician or singer",Health
USA,WA,2019,"11        ",Female,16,Right-Handed,167.6,24.8,157,1,Car,10,.38,66,Athletics,900,800,400,300,600,800,24.8,"Same length",88.9,76.2,"Index finger",June,Fall,No,No,Pizza/Pasta,Water,Science,8,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",2,5,10,1,15,8,10,1,5,2,5,3,2,2,"A lot","Graduate degree",Country,Invisibility,Happy,Actor,Health
USA,PA,2019,"12        ",Male,17,Right-Handed,177.8,27,180,2,Car,5,.321,54,Gymnastics,1000,754,722,866,802,925,27,"Same length",94,83,"Index finger",July,Summer,No,No,"No favorite",Water,Science,6,10,4,"Yes - broadband connection","Text messaging",600,600,8,3,8,2,4,0,30,10,50,0,27,1,Some,"Graduate degree",Pop,Fly,Happy,Relative,Environment
USA,MA,2019,"6         ",Male,12,Right-Handed,157,24,156,1,Bicycle,13,.355,39,Lacrosse,872,594,374,380,519,711,25,"Left foot",,,"Ring finger",October,Winter,No,No,Meat,Water,"Mathematics and statistics",9,8,4,"Yes - broadband connection","In person",5,7,7,<1,4,10,12,5,1,<1,5,1,1,1,"Very little","Graduate degree",Pop,Fly,Happy,"Sports person","Wildlife, animals"
USA,GA,2019,"12        ",Male,17,Right-Handed,190.5,28,182,1,Car,50,.337,45,Basketball,1000,800,400,600,25,25,27.5,"Right foot",8,8.6,"Ring finger",May,Summer,No,No,Meat,"Soft drink (caffeinated)","Physical education",,8,6,"Yes - broadband connection","Text messaging",98,107,15,20,2,2,30,0,10,10,26,0,0,1,Some,"Undergraduate degree",Country,"Super strength",Happy,Relative,Health
USA,CA,2019,"7         ",Male,12,Ambidextrous,165,30,72,2,Walk,5,0.345,38,Baseball/Softball,1000,1000,1000,1000,100,600,165,"Same length",90,92,"Ring finger",July,Winter,No,No,Pizza/Pasta,Milk,"Mathematics and statistics",9,6,4,"Yes - broadband connection","Text messaging",20,30,2,2,3,5,3,3,1,2,4,4,0,1,Some,"Graduate degree",Other,Invisibility,Rich,Friend,Health
USA,IA,2019,"12        ",Female,16,Right-Handed,160,22,151,1,Car,3,0.281,44,Soccer,700,700,600,800,400,500,23,"Left foot",80,85,"Ring finger",August,Winter,Yes,No,"Rice/Noodle dishes",Water,History,7,9,4,"Yes - broadband connection",E-mail,50,50,2,1,2,3,15,0,4,2,2,0,0,4,Some,"Graduate degree",Pop,Telepathy,Happy,"Sports person",Health
USA,RI,2019,"12        ",Male,18,Left-Handed,164,23,163,1,Car,20,0.391,44,Other,882,583,882,545,652,722,165,"Left foot",70,65,"Index finger",April,Spring,No,No,"Rice/Noodle dishes",Juice,Science,7,10,5,"Yes - broadband connection","Text messaging",2,2,3,0,2,4,3,5,6,1,6,0,0,3,Some,"Graduate degree","Rhythm and blues (R&B)",Telepathy,Rich,"Sports person",Health
USA,NJ,2019,"9         ",Male,15,Right-Handed,174,29.2,172,3,Other,1163,0.227,34,Soccer,947,545,572,636,909,1000,29,"Right foot",110,117,"Ring finger",October,Summer,Yes,No,Seafood,Juice,Languages,7,11,4,"Yes - broadband connection","In person",20,20,40,9,10,9,14,67,.5,10,77,0,0,.5,Some,"Undergraduate degree",Pop,"Freeze time",Happy,"Sports person","International aid"
USA,FL,2019,"11        ",Male,16,Right-Handed,196,25,183,1,Car,9,.755,61,Basketball,600,500,800,625,300,500,24.7,"Right foot",110,120,"Ring finger",August,Winter,No,No,Meat,Water,Science,8,9,3,"Yes - broadband connection","In person",20,30,20,1,8,10,15,10,10,5,5,3,5,3,Some,"Graduate degree","Rap/Hip hop",Fly,Rich,"Sports person",Health
USA,WA,2019,"11        ",Male,16,Left-Handed,27,27,190,2,Car,20,0.712,43,Basketball,9000,7000,6000,7000,3000,4000,25,"Same length",10,11,"Same length",April,Summer,No,No,"No favorite",Water,"Physical education",8,11,,"Yes - other",Other,100,105,,,,,,,,,,,,,"Very little","High school","Rap/Hip hop","Super strength",Rich,"Sports person",Religious
USA,AZ,2019,"12        ",Male,17,Right-Handed,70cm,26cm,150cm,1,Car,12,.41,46,Basketball,,,,,,,25cm,"Same length",7mm,"6 1/2","Index finger",March,Fall,Yes,No,Pizza/Pasta,Water,History,7,9,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",20,20,6,,,,,,,,,,,,,,,,,,
USA,WI,2019,"11        ",Male,16,Right-Handed,177.8,27.94,194.3,1,Car,5,0.524,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NC,2019,"7         ",Female,13,Right-Handed,4.9,2,10,1,Car,10,0.436,60,Tennis,487,1000,112,487,27,5,2,"Same length",9,7,"Index finger",December,Summer,No,Yes,Desserts,"Soft drink (caffeinated)",Music,8,8,4,"Yes - other","Text messaging",0,idk,20,50,70,99,5,9,0,0,6,99,0,0,Some,"Graduate degree",Pop,Telepathy,Famous,Friend,"Education/Youth development"
USA,OH,2019,"6         ",Male,12,Right-Handed,150,23,137,2,Bus,50,0.477,54,Basketball,650,500,800,800,900,700,23,"Same length",7.5,7,"Index finger",November,Winter,Yes,No,Meat,"Sports drink","Physical education",8,7,5,"Yes - broadband connection","Text messaging",3,4,1,0.2,0.1,7,5,15,2,0.2,15,2,0,2,None,"Undergraduate degree","Rap/Hip hop",Invisibility,Healthy,"Sports person",Environment
USA,NY,2019,"12        ",Female,17,Right-Handed,155,26,163,1,"Rail (Train/Tram/Subway)",70,0.688,37,Dancing,1000,898,1000,775,535,535,26,"Same length",175,185,"Index finger",June,Summer,Yes,No,Meat,Coffee,"Social studies",4,8,3,"Yes - other","Text messaging",12,20,11,3,15,3,12,0,10,5,5,2,3,5,"A lot",Other,"Rap/Hip hop",Fly,Rich,"Business person",Other
USA,IN,2019,"11        ",Female,16,Right-Handed,172cm,26cm,168sm,1,Car,"7 min",.425,"32 ",Other,900,800,700,200,50,150,26cm,"Same length",9.5cm,10cm,"Ring finger",January,Summer,Yes,Yes,Seafood,Water,Science,6.5,8.5,5,"Yes - other","In person",45,65,15,3,5,6,10,0,2,3,5,2,15,2,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,MA,2019,"12        ",Female,17,Right-Handed,68,26,68,1,Car,12,0.331,52,Basketball,743,861,519,396,112,273,26,"Same length",850,900,"Ring finger",August,Fall,No,No,Seafood,Coffee,"Mathematics and statistics",6,9,4,"Yes - other","In person",100,150,10,1,8,10,12,0,6,4,11,1,40,1,"A lot",Other,Pop,Telepathy,Happy,Relative,"Wildlife, animals"
USA,OH,2019,"12        ",Female,18,Right-Handed,187,25,185,1,Car,2,.664,36,Baseball/Softball,1000,950,1000,1000,250,400,25,"Same length",70,80,"Ring finger",August,Fall,No,No,Meat,"Soft drink (caffeinated)",Music,7,9,3,"Yes - broadband connection","Text messaging",115,130,10,2,4,5,1,1,15,7,5,5,30,5,"Very little","High school",Other,"Freeze time",Happy,Friend,Health
USA,WA,2019,"11        ",,,,157.5,,,,,,.407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,KS,2019,"12        ",Female,17,Right-Handed,161,23,158.5,2,Car,10,.733,34,Other,1000,885,700,1000,500,900,24,"Left foot",60,70,"Ring finger",March,Spring,No,No,Breads/Sandwiches,Water,"Social studies",6.5,9,5,"Yes - broadband connection","In person",7,27,20,3,15,2.5,6,3,15,2.5,12,5,2,1,"A lot","Graduate degree",Other,"Freeze time",Happy,Other,Environment
USA,NY,2019,"12        ",Male,17,Right-Handed,170,23,170,1,"Rail (Train/Tram/Subway)",20,.321,45,Basketball,800,600,700,700,700,700,23,"Right foot",70,76,"Ring finger",June,Fall,Yes,No,Meat,Water,"Mathematics and statistics",6.5,10,4,"Yes - broadband connection","Internet chat or instant messaging",6,7,14,1,24,2,10,30,3,3,45,2,0,0,Some,"Graduate degree","Rap/Hip hop",Telepathy,Happy,"Religious figure",Health
USA,WI,2019,"12        ",Male,17,Right-Handed,165,25,160,1,Car,7,0.324,35,Tennis,898,610,850,850,401,401,25,"Same length",80,86,"Ring finger",October,Fall,No,No,Pizza/Pasta,Water,"Social studies",5,8,3,"Yes - broadband connection","In person",6,10,3,1,6,4,10,3,20,6,6,2,0,1,"A lot","Graduate degree","Rap/Hip hop","Super strength",Happy,"Sports person",Environment
USA,NE,2019,"12        ",Male,17,Right-Handed,204,31,213,2,Car,16,0.417,53,Basketball,200,750,600,800,400,1000,31,"Right foot",84,85,"Same length",October,Winter,No,No,Pizza/Pasta,Water,"Physical education",6,8,7,"Yes - broadband connection","Text messaging",50,50,4,2,2,4,18,12,24,24,24,4,7,40,"Very little","Graduate degree","Rap/Hip hop",Fly,Rich,"Sports person","International aid"
USA,GA,2019,"6         ",Male,12,Right-Handed,156,23,120,1,Bus,8,0.407,51,"Martial Arts",619,567,377,557,400,999,21,"Right foot",8,10,"Ring finger",September,Summer,Yes,No,Pizza/Pasta,"Soft drink (caffeinated)","Physical education",9,10,5,"Yes - other","Cell phone",1,2,35,19,4,4,1,18,7,6,7,4,0,1,,,,,,,
USA,NY,2019,"12        ",Female,16,Right-Handed,163,24,,2,"Rail (Train/Tram/Subway)",75,.436,40,Skateboarding/Rollerblading,1000,400,500,500,200,600,24,"Same length",70,80,"Ring finger",July,Fall,No,No,Breads/Sandwiches,Milk,English,4,8,2,"Yes - broadband connection","Text messaging",300,300,120,24,16,120,7,1,16,120,120,90,0,48,"A lot","Graduate degree","Punk rock",Telepathy,Happy,"Musician or singer","Wildlife, animals"
USA,MI,2019,"9         ",Female,15,Right-Handed,155,22,157,1,Car,35,0.822,46,Basketball,900,500,600,500,10,700,23,"Left foot",80,75,"Ring finger",November,Fall,No,No,Desserts,Water,English,6,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",60,700,16,2,7,14,3,0,24,3,20,10,0,5,Some,"Graduate degree",Pop,"Freeze time",Rich,Actor,Environment
USA,NC,2019,"7         ",Male,13,Right-Handed,4.11,23,5,2,Bus,12,0.625,80,Soccer,1000,1000,1000,1000,1000,1000,24,"Left foot",7,6,"Index finger",April,Winter,No,No,Fruit,Water,Other,6,12,4,"Yes - other","In person",136,150,2,0,0,5,2,1,4,7,3,8,0,0,None,"High school","Rap/Hip hop",Fly,Rich,Relative,Health
USA,CO,2019,"7         ",Female,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,IL,2019,"6         ",Female,12,Right-Handed,167,24,69,2,Bus,"8 ",": 0.4",49,Soccer,1000,1000,1000,631,1000,1000,24,"Same length",9,9,"Same length",September,Fall,No,No,"Rice/Noodle dishes",Juice,Science,"8 ",10,3,"Yes - broadband connection","Text messaging",3,15,8,2,1,12,7,15,15,11,1,1,1,13,"A lot","Graduate degree",Pop,Invisibility,Famous,Other,Health
USA,NY,2019,"12        ",Female,15,Right-Handed,155,25,154,1,Bus,7,0.29,41,Lacrosse,1000,1000,500,700,900,1000,26,"Left foot",9,9,"Same length",November,Fall,Yes,No,Breads/Sandwiches,Water,Music,9,11,4,"Yes - broadband connection","Text messaging",42,47,50,7,28,21,11,0,7,8,21,0,3,4,"A lot","Graduate degree",Pop,"Freeze time",Happy,"Religious figure","International aid"
USA,WA,2019,"11        ",Male,16,Right-Handed,183,27.5,194,1,Bus,30,.387,61,Tennis,1000,900,900,900,50,500,28,"Left foot",80,90,"Ring finger",August,Spring,Yes,No,"No favorite",Water,Science,7.3,8,4,"Yes - broadband connection","In person",20," 5",3,0,21,32,3,1,2,.5,20,5,0,0,"A lot",Other,"Rock and roll","Freeze time",Rich,"Musician or singer",Environment
USA,IN,2019,"12        ",Male,17,Right-Handed,187,26,186,2,Bus,20,0.342,44,Soccer,500,300,300,400,600,700,26,"Same length",9,8,"Index finger",August,Fall,No,No,Pizza/Pasta,"Soft drink (caffeinated)",History,6,8,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",20,24,4,1,6,2,1,12,49,22,28,4,35,10,"A lot","Some college",Other,Telepathy,Rich,"Musician or singer","Arts, culture, sports"
USA,CA,2019,"7         ",Female,13,Right-Handed,154,,154,1,Car,7,0.375,56,Tennis,1000,500,1000,600,1000,1000,22,"Left foot",6000,7000,"Ring finger",October,Summer,No,No,"No favorite",Water,"Computers and technology",7,8,4,"Yes - other","Text messaging",10,20,1,,,,,,,,,,,,,,,,,,
USA,RI,2019,"12        ",Female,17,Right-Handed,157.2,15.24,157.2,2,Car,"10 mi",0.232,67,Other,1000,1000,1000,1000,300,600,57,"Same length",25,26,"Same length",April,Summer,No,Yes,Breads/Sandwiches,Water,"Social studies",7,9,5,"Yes - other","Text messaging",50,50,50,5,20,50,60,0,10,50,40,50,10,10,"A lot","Graduate degree","Rap/Hip hop",Invisibility,Happy,Relative,Health
USA,NY,2019,"10        ",Male,16,Left-Handed,172.7,30.48,177.8,1,"Rail (Train/Tram/Subway)","1 hr",0.354,43,Basketball,800,0,600,700,900,1000,30.48,"Same length",116,118,"Ring finger",February,Spring,No,No,Meat,"Soft drink (caffeinated)",History,6,8,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",0,2-3,8,0,4+,1+,5,0,10+,1,10+,10+,0,0,"A lot","Graduate degree","Rap/Hip hop","Super strength",Rich,Relative,Health
USA,TN,2019,"9         ",Female,13,Right-Handed,160,22,57,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WA,2019,"11        ",Male,16,Right-Handed,188,29,182,1,Skateboard/Scooter/Rollerblade,10,0.386,39,Basketball,1000,1000,1000,1000,1000,1000,29,"Same length",80,85,"Ring finger",July,Summer,No,No,Meat,"Soft drink (caffeinated)",History,7,8,4,"Yes - broadband connection","Internet chat or instant messaging",3,2,49,1,1,7,21,100,0,168,168,0,0,0,None,"High school","Rap/Hip hop","Freeze time",Happy,"Sports person",Health
USA,NY,2019,"5         ",Female,10,Right-Handed,146,"26 cm",150,1,Bus,"5 min",82,49,Soccer,870,860,820,900,800,910,26,"Same length",70mm,75.0,"Ring finger",June,Summer,Yes,No,Fruit,Juice,"Physical education",9,7/8,2,"Yes - broadband connection","In person",5/4,2," 6",1,30min,7,30min,0,2/3,30min,0,10min,15min,30min,"A lot","High school",Pop,Telepathy,Happy,"Sports person",Health
USA,CO,2019,"12        ",Female,17,Right-Handed,167,26,169,1,Car,15,,,Swimming,,,,,,,26,"Same length",900,800,"Index finger",December,Fall,No,Yes,Pizza/Pasta,Water,Science,5,8,4,"Yes - broadband connection","Text messaging",,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,"12        ",Male,17,Right-Handed,178,24.5,165,2,Walk,5,0.256,32,None,500,500,800,800,800,800,24,"Right foot",78,82,"Ring finger",October,Fall,No,No,Desserts,Tea,"Computers and technology",6,9,3,"Yes - broadband connection","Text messaging",0,0,7,0,14,14,0,7,7,7,21,0,0,0,Some,"Graduate degree",Classical,Invisibility,Happy,Other,Health
USA,TN,2019,"11        ",Female,17,Right-Handed,170,24,1.2,1,Car,10,0.888,54,None,500,0,200,500,900,1000,23,"Right foot",1.2,1,"Index finger",November,Summer,Yes,No,"Rice/Noodle dishes",Water,History,7,10,4,"Yes - other","Myspace, Facebook, other social networking sites, or blog",4,2,4,10,5,3,0,0,18,11,7,4,20,1,"A lot","Graduate degree","Rap/Hip hop",Telepathy,Happy,Relative,Health
USA,TX,2019,"12        ",Female,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,OH,2019,"10        ",Male,15,Right-Handed,157,24,174,2,Car,10,.381,33,Soccer,647,412,711,529,877,952,25,"Left foot",75,70,"Index finger",June,Fall,No,No,Poultry,Juice,Music,8,7,3,"Yes - other","Text messaging",100,90,1.5,9,15,10,7.5,1,10,8,12,8,0,3,Some,"Graduate degree","Rap/Hip hop","Super strength",Happy,"Musician or singer","International aid"
USA,AZ,2019,"12        ",Male,17,Right-Handed,185.,251,183,1.5,Car,15,.48,33,Athletics,200,200,300,600,700,700,25,"Same length",65,68,"Ring finger",July,Summer,No,No,Meat,Water,English,7,10,8,"Yes - broadband connection","In person",10,10,6,4,1,9,10,1,3,1,10,10,20,2,Some,"Undergraduate degree","Rap/Hip hop",Fly,Happy,"Musician or singer",Religious
USA,OH,2019,"10        ",Male,15,Right-Handed,5-10,25,179,1,Car,10,0.49,65,Soccer,487,492,519,476,529,529,25,"Same length",20,15,"Same length",May,Summer,Yes,No,Meat,Milk,"Mathematics and statistics",6,3,,"Yes - dial-up connection","Cell phone",40,40,7,7,3,4,0,9,3,5,3,8,0,6,"A lot","High school","Rhythm and blues (R&B)",Invisibility,Rich,Other,Health
USA,WA,2019,"11        ",Male,16,Right-Handed,185,30,180,2,Car,2,.004,43,"Football (American)",15,25,25,25,25,25,30,"Same length",42,53,"Ring finger",July,Winter,Yes,No,Meat,Water,"Mathematics and statistics",5,6,3,"Yes - other","Text messaging",37,35,4,1,1,15,15,2,10,11,11,18,3,3,"Very little","Graduate degree",Other,Fly,Happy,Relative,Other
USA,NY,2019,"12        ",Female,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,VT,2019,"10        ",Female,16,Right-Handed,165,24,160,2,Car,8,.412,44,"Football (American)",500,500,500,500,800,950,21,"Right foot",70,80,"Ring finger",June,Summer,No,No,Pizza/Pasta,Water,Art,7,8.5,4,"Yes - other","Text messaging",200,200,50,3,2,3,2,0,70,70,50,5,20,2,"Very little","Some college",Country,Telepathy,Happy,Actor,"Wildlife, animals"
USA,WA,2019,"11        ",Female,17,Right-Handed,167,23.5,176,2,Car,10,.6,52,Soccer,500,150,200,100,25,25,23,"Right foot",80,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,WV,2019,"12        ",Female,17,Right-Handed,150,21,143,1,Car,20,0.901,49,Baseball/Softball,1000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,NH,2019,"9         ",Female,14,Right-Handed,165,23.5,152,2,Bus,10,.417,48,Baseball/Softball,626,620,604,599,775,872,23,"Right foot",70,70,"Same length",March,Fall,Yes,No,Pizza/Pasta,Water,English,6,10,5,"Yes - broadband connection","Myspace, Facebook, other social networking sites, or blog",15,15,36,8,10,10,8,1,8,3,4,5,0,4,"A lot","Graduate degree",Pop,Invisibility,Happy,"Sports person",Health
USA,CT,2019,"12        ",Male,17,,,,,,,10,,,,900,800,1000,1000,500,900,,,,,,,,,,,,,,,,,,,,25,2,6,20,2,0,15,10,5,3,2,15,,,,,,,
USA,TX,2019,"11        ",Female,17,Right-Handed,178,25,178,1,Bus,90,.776,43,Basketball,1000,500,500,700,100,300,25,"Same length",100,103,"Ring finger",May,Spring,Yes,No,Salads,Water,"Mathematics and statistics",6,10,2,"Yes - broadband connection","Text messaging",5,15,4,2,12,25,4,1,15,20,35,10,0,7,Some,"Graduate degree","Rhythm and blues (R&B)","Freeze time",Happy,Actor,"Education/Youth development"
USA,OH,2019,"7         ",Female,12,Right-Handed,179,26,185,2,Car,12,.322,43,Baseball/Softball,823,326,814,615,75,1000,26,"Same length",120,80,"Index finger",January,Fall,No,No,"No favorite",Water,"Mathematics and statistics",7,12,4,"Yes - broadband connection","Text messaging",4,7,1,0,1,3,7,4,2,1,2,1,0,0,Some,"Graduate degree",Pop,Telepathy,Healthy,Relative,"International aid"
USA,SC,2019,"12        ",Male,18,Ambidextrous,172.7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USA,CA,2019,"12        ",Female,17,Right-Handed,156.2,22.3,151.5,3,Car,6,0.326,56,Walking/Hiking,700,700,600,700,900,1000,22.63,"Left foot",70.51,72.3,"Ring finger",April,Winter,No,Yes,Other,Water,"Computers and technology",8,10,4,"Yes - broadband connection","Text messaging",17,21,5,0,20,5,5,0,2,5,5,10,0,2,Some,"Graduate degree",Other,Telepathy,Happy,Friend,Health
USA,NY,2019,"4         ",Female,14,Right-Handed,168,30,166,1,"Rail (Train/Tram/Subway)",70,0.478,55,Tennis,487,112,743,492,1000,1000,29,"Right foot",,70,"Same length",December,Spring,Yes,No,Seafood,Juice,English,6,9,7,"Yes - broadband connection","Internet chat or instant messaging",5,6,10,3,2,3,5,2,3,1,5,4,9,4,"A lot","High school","Rhythm and blues (R&B)",Invisibility,Happy,"Musician or singer",Health
